98,2,43
98,3,98
98,4,151
98,5,200
98,6,86
98,7,59
98,8,114
98,9,200
99,0,166
99,1,200
99,2,88
99,3,161
99,4,105
99,5,120
99,6,104
99,7,200
99,8,99
99,9,200
100,0,59
100,1,194
100,2,118
100,3,79
100,4,120
100,5,63
100,6,128
100,7,74
100,8,107
100,9,200
101,0,131
101,1,140
101,2,200
101,3,121
101,4,75
101,5,134
101,6,168
101,7,98
101,8,99
101,9,152
102,0,77
102,1,70
102,2,96
102,3,200
102,4,57
102,5,140
102,6,185
102,7,49
102,8,115
102,9,79
103,0,167
103,1,50
103,2,200
103,3,98
103,4,102
103,5,185
103,6,178
103,7,117
103,8,115
103,9,166
104,0,65
104,1,92
104,2,126
104,3,200
104,4,200
104,5,49
104,6,108
104,7,80
104,8,102
104,9,138
105,0,200
105,1,112
105,2,59
105,3,103
105,4,200
105,5,200
105,6,43
105,7,183
105,8,100
105,9,158
106,0,160
106,1,199
106,2,154
106,3,104
106,4,121
106,5,53
106,6,129
106,7,150
106,8,200
106,9,82
107,0,116
107,1,101
107,2,66
107,3,143
107,4,78
107,5,162
107,6,200
107,7,196
107,8,45
107,9,122
108,0,71
108,1,110
108,2,149
108,3,153
108,4,200
108,5,131
108,6,200
108,7,186
108,8,200
108,9,200
109,0,143
109,1,140
109,2,200
109,3,94
109,4,58
109,5,170
109,6,173
109,7,200
109,8,200
109,9,200
110,0,30
110,1,93
110,2,89
110,3,179
110,4,200
110,5,53
110,6,192
110,7,129
110,8,135
110,9,94
111,0,196
111,1,39
111,2,195
111,3,114
111,4,99
111,5,58
111,6,185
111,7,115
111,8,200
111,9,119
112,0,114
112,1,26
112,2,95
112,3,95
112,4,79
112,5,106
112,6,200
112,7,153
112,8,143
112,9,99
113,0,119
113,1,134
113,2,148
113,3,34
113,4,130
113,5,145
113,6,141
113,7,80
113,8,138
113,9,166
114,0,121
114,1,41
114,2,197
114,3,155
114,4,107
114,5,47
114,6,58
114,7,107
114,8,133
114,9,27
115,0,123
115,1,131
115,2,118
115,3,145
115,4,126
115,5,117
115,6,107
115,7,140
115,8,160
115,9,170
116,0,114
116,1,154
116,2,155
116,3,121
116,4,137
116,5,135
116,6,123
116,7,27
116,8,189
116,9,167
117,0,200
117,1,37
117,2,96
117,3,97
117,4,76
117,5,88
117,6,118
117,7,112
117,8,165
117,9,31
118,0,158
118,1,79
118,2,159
118,3,200
118,4,31
118,5,165
118,6,200
118,7,136
118,8,98
118,9,105
119,0,144
119,1,200
119,2,121
119,3,200
119,4,120
119,5,99
119,6,123
119,7,91
119,8,38
119,9,200
120,0,119
120,1,118
120,2,195
120,3,82
120,4,136
120,5,200
120,6,189
120,7,138
120,8,130
120,9,200
121,0,101
121,1,170
121,2,109
121,3,105
121,4,200
121,5,200
121,6,200
121,7,127
121,8,166
121,9,122
122,0,200
122,1,160
122,2,149
122,3,200
122,4,119
122,5,159
122,6,151
122,7,144
122,8,130
122,9,118
123,0,200
123,1,141
123,2,165
123,3,200
123,4,200
123,5,151
123,6,200
123,7,136
123,8,200
123,9,166
124,0,175
124,1,156
124,2,150
124,3,200
124,4,200
124,5,148
124,6,124
124,7,200
124,8,152
124,9,151
125,0,200
125,1,200
125,2,98
125,3,136
125,4,145
125,5,187
125,6,200
125,7,200
125,8,129
125,9,200
126,0,194
126,1,200
126,2,135
126,3,200
126,4,141
126,5,200
126,6,133
126,7,200
126,8,115
126,9,195
127,0,146
127,1,200
127,2,200
127,3,193
127,4,200
127,5,200
127,6,142
127,7,197
127,8,186
127,9,200
128,0,200
128,1,152
128,2,144
128,3,188
128,4,200
128,5,200
128,6,164
128,7,200
128,8,167
128,9,174
129,0,200
129,1,200
129,2,63
129,3,152
129,4,134
129,5,200
129,6,179
129,7,200
129,8,200
129,9,200
130,0,200
130,1,187
130,2,156
130,3,200
130,4,136
130,5,178
130,6,200
130,7,200
130,8,200
130,9,200
131,0,200
131,1,170
131,2,200
131,3,185
131,4,188
131,5,200
131,6,124
131,7,200
131,8,136
131,9,179
132,0,200
132,1,200
132,2,200
132,3,200
132,4,151
132,5,129
132,6,150
132,7,190
132,8,121
132,9,200
133,0,200
133,1,200
133,2,200
133,3,200
133,4,121
133,5,200
133,6,200
133,7,200
133,8,200
133,9,200
134,0,200
134,1,200
134,2,200
134,3,123
134,4,200
134,5,200
134,6,200
134,7,200
134,8,200
134,9,187
135,0,187
135,1,149
135,2,200
135,3,171
135,4,200
135,5,200
135,6,200
135,7,200
135,8,200
135,9,196
136,0,200
136,1,200
136,2,118
136,3,151
136,4,155
136,5,200
136,6,123
136,7,156
136,8,179
136,9,200
137,0,200
137,1,173
137,2,200
137,3,200
137,4,120
137,5,200
137,6,152
137,7,200
137,8,185
137,9,200
138,0,200
138,1,160
138,2,200
138,3,130
138,4,184
138,5,28
138,6,186
138,7,200
138,8,200
138,9,151
139,0,200
139,1,187
139,2,200
139,3,200
139,4,145
139,5,200
139,6,200
139,7,200
139,8,192
139,9,200
140,0,200
140,1,200
140,2,108
140,3,141
140,4,114
140,5,200
140,6,153
140,7,200
140,8,200
140,9,141
141,0,147
141,1,173
141,2,200
141,3,136
141,4,134
141,5,200
141,6,200
141,7,175
141,8,137
141,9,171
142,0,200
142,1,200
142,2,200
142,3,135
142,4,141
142,5,200
142,6,200
142,7,200
142,8,195
142,9,200
